sid,time,lat,lon,umax,press,u24_past,mov_angle,mov_speed,u_st,v_st,ws_200,owz_500,owz_850,rh_700,rh_925,sph_925
2000248N17117,2000-09-10 12:00:00,17.8,104.399994,17.489601,995.0,-7.20159912109375,4.422591209411621,12.889411926269531,-4.049993661733774,-1.6269161517803485,7.66615629196167,257.6500549316406,90.44986724853516,100.00001525878906,87.00001525878906,0.01754000037908554
2000248N18126,2000-09-06 00:00:00,21.5,136.29999,17.489601,995.0,0.0,0.3001384735107422,5.8204827308654785,0.6153910710261419,4.3923175518329325,6.648314476013184,27.822553634643555,122.44014739990234,33.0,89.00001525878906,0.01607000082731247
2000248N18126,2000-09-06 06:00:00,22.1,136.5,17.489601,995.0,0.0,0.2995429039001465,5.819450855255127,-1.2961414043719952,2.6846260657677283,13.493711471557617,19.3900146484375,75.3923110961914,37.0,82.00001525878906,0.015850001946091652
2000248N18126,2000-09-06 12:00:00,23.4,136.70001,17.489601,995.0,0.0,0.15178918838500977,11.249421119689941,-4.384604820838342,3.053852374737079,8.070932388305664,9.600052833557129,43.21010208129883,42.0,79.00001525878906,0.015080001205205917
2000248N18126,2000-09-06 18:00:00,24.0,136.4,22.6336,990.0,5.143999099731445,5.543252468109131,5.022226810455322,-2.6730675330528846,6.384622427133413,9.924726486206055,-26.257410049438477,-48.48008346557617,59.00001525878906,83.00001525878906,0.015460001304745674
2000248N18126,2000-09-07 00:00:00,24.2,135.79999,22.6336,990.0,5.143999099731445,4.981226921081543,7.0138702392578125,-4.399993896484375,3.6692399245042067,7.017831325531006,-5.19749641418457,33.302494049072266,56.00001525878906,76.00001525878906,0.014250000938773155
2000248N18126,2000-09-07 06:00:00,24.2,134.0,22.6336,990.0,0.0,4.715966701507568,16.903818130493164,-6.876915564903846,4.457703223595252,7.516663551330566,47.96246337890625,73.35000610351562,56.00001525878906,77.00001525878906,0.015440002083778381
2000248N18126,2000-09-07 12:00:00,24.7,132.6,22.6336,990.0,0.0,5.21716833114624,11.541716575622559,-9.896141639122597,1.3384692852313702,10.704209327697754,172.73988342285156,143.55990600585938,62.00001525878906,89.00001525878906,0.0169800017029047
2000248N18126,2000-09-07 18:00:00,25.0,131.5,22.6336,990.0,0.0,4.896384239196777,10.250788688659668,-12.373069763183594,7.011545034555288,11.305316925048828,144.0625,160.58248901367188,58.00001525878906,89.00001525878906,0.015870001167058945
2000248N18126,2000-09-08 00:00:00,25.3,129.70001,22.6336,990.0,0.0,4.83797550201416,15.198894500732422,-7.788450387807993,4.873085608849158,7.971197128295898,163.06253051757812,196.24240112304688,62.00001525878906,100.00001525878906,0.016950001940131187
2000248N18126,2000-09-08 06:00:00,25.5,128.29999,22.6336,990.0,0.0,4.871915817260742,11.859756469726562,-5.3423015887920675,1.3307776817908654,8.981083869934082,126.72233581542969,235.6600799560547,66.00001525878906,87.00001525878906,0.0171200018376112
2000248N18126,2000-09-08 12:00:00,25.9,126.899994,22.6336,990.0,0.0,5.022330284118652,12.25378704071045,-7.346140934870793,4.800007746769832,7.462575912475586,59.110023498535156,228.44015502929688,66.00001525878906,96.00001525878906,0.017320001497864723
2000248N18126,2000-09-08 18:00:00,25.7,125.70001,22.6336,990.0,0.0,4.296201705932617,9.128870964050293,-2.6192216139573317,-0.8538407545823318,6.212886333465576,90.36245727539062,246.16966247558594,69.00001525878906,100.00001525878906,0.017490001395344734
2000248N18126,2000-09-09 00:00:00,25.4,125.100006,22.6336,990.0,0.0,4.077312469482422,6.23842191696167,-2.0538400503305287,-2.7461465688852162,4.159321308135986,41.42256164550781,137.27992248535156,66.00001525878906,97.00001525878906,0.017830001190304756
2000248N18126,2000-09-09 06:00:00,24.9,124.5,22.6336,990.0,0.0,3.8787598609924316,7.501872539520264,-2.9538357074444113,-2.9538404024564304,4.2059454917907715,42.56996154785156,165.8026123046875,67.00001525878906,80.00001525878906,0.01664000190794468
